Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
2014-03-06 00:00:00.000 +0100,Overcast,rain,6.733333333333332,3.611111111111111,0.82,17.146500000000003,31.0,15.826300000000002,0.0,1013.85,Mostly cloudy throughout the day.,0.0,1.0,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 01:00:00.000 +0100,Overcast,rain,6.300000000000002,3.711111111111111,0.87,12.8317,31.0,13.8138,0.0,1014.61,Mostly cloudy throughout the day.,0.25881904510252074,0.9659258262890683,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 02:00:00.000 +0100,Mostly Cloudy,rain,6.183333333333335,3.3722222222222222,0.85,14.007,21.0,15.826300000000002,0.0,1015.06,Mostly cloudy throughout the day.,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 03:00:00.000 +0100,Overcast,rain,6.138888888888888,3.338888888888888,0.82,13.8621,21.0,15.1823,0.0,1015.17,Mostly cloudy throughout the day.,0.7071067811865476,0.7071067811865476,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 04:00:00.000 +0100,Overcast,rain,5.68888888888889,2.894444444444445,0.9,13.2342,10.0,14.586600000000002,0.0,1015.97,Mostly cloudy throughout the day.,0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 05:00:00.000 +0100,Overcast,rain,6.138888888888888,3.316666666666666,0.86,14.007,0.0,9.982,0.0,1016.56,Mostly cloudy throughout the day.,0.9659258262890683,0.25881904510252074,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 06:00:00.000 +0100,Overcast,rain,6.161111111111113,4.122222222222224,0.86,9.7083,1.0,14.9086,0.0,1017.07,Mostly cloudy throughout the day.,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 07:00:00.000 +0100,Overcast,rain,6.122222222222224,3.5777777777777766,0.87,12.2843,0.0,9.982,0.0,1017.67,Mostly cloudy throughout the day.,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 08:00:00.000 +0100,Overcast,rain,7.222222222222222,4.622222222222223,0.79,14.2002,11.0,10.2074,0.0,1018.46,Mostly cloudy throughout the day.,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 09:00:00.000 +0100,Overcast,rain,7.222222222222222,3.8333333333333326,0.79,20.4953,11.0,10.2557,0.0,1018.71,Mostly cloudy throughout the day.,0.7071067811865476,-0.7071067811865475,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 10:00:00.000 +0100,Overcast,rain,7.788888888888891,4.4722222222222205,0.83,21.2198,10.0,9.982,0.0,1019.14,Mostly cloudy throughout the day.,0.49999999999999994,-0.8660254037844387,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 11:00:00.000 +0100,Overcast,rain,8.93888888888889,5.844444444444446,0.76,22.137500000000003,11.0,9.982,0.0,1019.48,Mostly cloudy throughout the day.,0.258819045102521,-0.9659258262890682,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 12:00:00.000 +0100,Overcast,rain,12.17777777777778,12.17777777777778,0.66,25.1321,29.0,9.982,0.0,1019.57,Mostly cloudy throughout the day.,1.2246467991473532e-16,-1.0,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 13:00:00.000 +0100,Mostly Cloudy,rain,12.349999999999998,12.349999999999998,0.66,26.065900000000003,19.0,9.982,0.0,1019.39,Mostly cloudy throughout the day.,-0.2588190451025208,-0.9659258262890683,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 14:00:00.000 +0100,Mostly Cloudy,rain,12.733333333333334,12.733333333333334,0.64,25.164300000000004,20.0,9.982,0.0,1019.29,Mostly cloudy throughout the day.,-0.4999999999999997,-0.8660254037844388,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 15:00:00.000 +0100,Mostly Cloudy,rain,12.755555555555556,12.755555555555556,0.64,24.761800000000004,2.0,9.982,0.0,1019.29,Mostly cloudy throughout the day.,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 16:00:00.000 +0100,Mostly Cloudy,rain,12.272222222222224,12.272222222222224,0.65,23.6348,1.0,10.2235,0.0,1019.51,Mostly cloudy throughout the day.,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 17:00:00.000 +0100,Mostly Cloudy,rain,11.133333333333333,11.133333333333333,0.66,21.847700000000003,11.0,10.2557,0.0,1020.07,Mostly cloudy throughout the day.,-0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 18:00:00.000 +0100,Breezy and Mostly Cloudy,rain,10.044444444444444,10.044444444444444,0.61,30.1392,11.0,10.2557,0.0,1020.58,Mostly cloudy throughout the day.,-1.0,-1.8369701987210297e-16,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 19:00:00.000 +0100,Mostly Cloudy,rain,9.083333333333334,5.972222222222222,0.67,22.7493,10.0,10.2235,0.0,1021.02,Mostly cloudy throughout the day.,-0.9659258262890684,0.2588190451025203,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 20:00:00.000 +0100,Mostly Cloudy,rain,7.838888888888889,4.21111111111111,0.71,24.7135,21.0,16.1,0.0,1021.77,Mostly cloudy throughout the day.,-0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 21:00:00.000 +0100,Mostly Cloudy,rain,7.283333333333333,3.933333333333332,0.73,20.3021,21.0,16.1,0.0,1022.36,Mostly cloudy throughout the day.,-0.7071067811865477,0.7071067811865474,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 22:00:00.000 +0100,Mostly Cloudy,rain,6.816666666666668,3.416666666666666,0.76,19.6259,21.0,15.1823,0.0,1022.65,Mostly cloudy throughout the day.,-0.5000000000000004,0.8660254037844384,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-06 23:00:00.000 +0100,Mostly Cloudy,rain,6.199999999999998,2.088888888888888,0.76,24.8584,12.0,16.1,0.0,1022.95,Mostly cloudy throughout the day.,-0.25881904510252157,0.9659258262890681,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2014-03-07 00:00:00.000 +0100,Mostly Cloudy,rain,5.644444444444442,1.83888888888889,0.78,20.5275,20.0,16.1,0.0,1022.97,Mostly cloudy throughout the day.,0.0,1.0,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 01:00:00.000 +0100,Partly Cloudy,rain,5.144444444444443,1.316666666666665,0.81,19.5937,10.0,15.1823,0.0,1023.04,Mostly cloudy throughout the day.,0.25881904510252074,0.9659258262890683,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 02:00:00.000 +0100,Partly Cloudy,rain,4.583333333333333,0.9111111111111114,0.81,17.291400000000003,12.0,16.1,0.0,1023.37,Mostly cloudy throughout the day.,0.49999999999999994,0.8660254037844387,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 03:00:00.000 +0100,Partly Cloudy,rain,4.583333333333333,0.9277777777777788,0.81,17.1626,11.0,16.1,0.0,1023.08,Mostly cloudy throughout the day.,0.7071067811865476,0.7071067811865476,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 04:00:00.000 +0100,Mostly Cloudy,rain,5.011111111111113,1.583333333333334,0.8,16.325400000000002,10.0,15.1823,0.0,1023.07,Mostly cloudy throughout the day.,0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 05:00:00.000 +0100,Mostly Cloudy,rain,5.0,1.0833333333333348,0.82,20.0123,30.0,16.1,0.0,1023.19,Mostly cloudy throughout the day.,0.9659258262890683,0.25881904510252074,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 06:00:00.000 +0100,Mostly Cloudy,rain,5.022222222222222,1.4722222222222214,0.82,17.1948,29.0,10.2557,0.0,1023.29,Mostly cloudy throughout the day.,1.0,6.123233995736766e-17,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 07:00:00.000 +0100,Mostly Cloudy,rain,6.011111111111111,3.06111111111111,0.78,14.6671,29.0,9.982,0.0,1023.73,Mostly cloudy throughout the day.,0.9659258262890683,-0.25881904510252063,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 08:00:00.000 +0100,Overcast,rain,6.138888888888888,3.4999999999999982,0.79,12.88,49.0,15.826300000000002,0.0,1024.26,Mostly cloudy throughout the day.,0.8660254037844387,-0.4999999999999998,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 09:00:00.000 +0100,Overcast,rain,6.138888888888888,3.5166666666666657,0.79,12.783400000000002,31.0,9.982,0.0,1024.46,Mostly cloudy throughout the day.,0.7071067811865476,-0.7071067811865475,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 10:00:00.000 +0100,Overcast,rain,7.26111111111111,5.266666666666665,0.8,10.577700000000002,30.0,15.1823,0.0,1024.45,Mostly cloudy throughout the day.,0.49999999999999994,-0.8660254037844387,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 11:00:00.000 +0100,Mostly Cloudy,rain,7.711111111111112,5.438888888888888,0.76,12.7351,41.0,16.1,0.0,1024.55,Mostly cloudy throughout the day.,0.258819045102521,-0.9659258262890682,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 12:00:00.000 +0100,Overcast,rain,7.805555555555554,5.550000000000001,0.82,12.7351,40.0,10.2557,0.0,1024.64,Mostly cloudy throughout the day.,1.2246467991473532e-16,-1.0,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 13:00:00.000 +0100,Overcast,rain,9.016666666666664,8.677777777777777,0.82,4.9105,62.0,10.3523,0.0,1024.42,Mostly cloudy throughout the day.,-0.2588190451025208,-0.9659258262890683,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 14:00:00.000 +0100,Overcast,rain,8.93888888888889,8.93888888888889,0.82,3.5259,46.0,9.982,0.0,1024.42,Mostly cloudy throughout the day.,-0.4999999999999997,-0.8660254037844388,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 15:00:00.000 +0100,Mostly Cloudy,rain,9.883333333333333,9.627777777777776,0.77,5.0393,40.0,9.982,0.0,1024.24,Mostly cloudy throughout the day.,-0.7071067811865471,-0.7071067811865479,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 16:00:00.000 +0100,Mostly Cloudy,rain,9.916666666666666,9.038888888888891,0.78,7.4543,6.0,10.3523,0.0,1024.34,Mostly cloudy throughout the day.,-0.8660254037844385,-0.5000000000000004,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 17:00:00.000 +0100,Mostly Cloudy,rain,8.816666666666666,6.844444444444445,0.83,12.3487,21.0,14.9086,0.0,1024.72,Mostly cloudy throughout the day.,-0.9659258262890683,-0.25881904510252063,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 18:00:00.000 +0100,Mostly Cloudy,rain,7.777777777777778,6.422222222222223,0.83,7.953400000000001,21.0,14.9086,0.0,1025.12,Mostly cloudy throughout the day.,-1.0,-1.8369701987210297e-16,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 19:00:00.000 +0100,Mostly Cloudy,rain,7.416666666666667,7.416666666666667,0.87,3.3005,351.0,14.9569,0.0,1025.63,Mostly cloudy throughout the day.,-0.9659258262890684,0.2588190451025203,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 20:00:00.000 +0100,Mostly Cloudy,rain,7.222222222222222,7.222222222222222,0.86,3.2683,344.0,15.826300000000002,0.0,1025.72,Mostly cloudy throughout the day.,-0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 21:00:00.000 +0100,Mostly Cloudy,rain,6.688888888888888,6.688888888888888,0.89,2.9946,305.0,15.826300000000002,0.0,1025.92,Mostly cloudy throughout the day.,-0.7071067811865477,0.7071067811865474,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 22:00:00.000 +0100,Mostly Cloudy,rain,6.755555555555554,6.755555555555554,0.9,2.2862,346.0,14.168000000000005,0.0,1026.09,Mostly cloudy throughout the day.,-0.5000000000000004,0.8660254037844384,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-07 23:00:00.000 +0100,Overcast,rain,6.622222222222224,6.622222222222224,0.89,3.3488,352.0,14.9086,0.0,1026.22,Mostly cloudy throughout the day.,-0.25881904510252157,0.9659258262890681,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2014-03-08 00:00:00.000 +0100,Overcast,rain,6.644444444444445,5.555555555555555,0.89,6.2468,323.0,15.826300000000002,0.0,1025.93,Partly cloudy until evening.,0.0,1.0,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 01:00:00.000 +0100,Overcast,rain,6.611111111111111,5.66111111111111,0.9,5.7799000000000005,18.0,12.4614,0.0,1025.91,Partly cloudy until evening.,0.25881904510252074,0.9659258262890683,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 02:00:00.000 +0100,Overcast,rain,6.111111111111111,4.905555555555555,0.89,6.359500000000001,343.0,14.9086,0.0,1026.04,Partly cloudy until evening.,0.49999999999999994,0.8660254037844387,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 03:00:00.000 +0100,Mostly Cloudy,rain,6.111111111111111,4.9,0.89,6.3756,0.0,15.826300000000002,0.0,1025.86,Partly cloudy until evening.,0.7071067811865476,0.7071067811865476,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 04:00:00.000 +0100,Mostly Cloudy,rain,6.133333333333333,3.95,0.9,10.3684,359.0,14.9569,0.0,1025.99,Partly cloudy until evening.,0.8660254037844386,0.5000000000000001,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 05:00:00.000 +0100,Mostly Cloudy,rain,5.483333333333332,2.572222222222224,0.89,13.6528,10.0,15.7297,0.0,1026.55,Partly cloudy until evening.,0.9659258262890683,0.25881904510252074,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 06:00:00.000 +0100,Mostly Cloudy,rain,3.811111111111111,1.3888888888888888,0.92,9.4507,9.0,9.8049,0.0,1027.35,Partly cloudy until evening.,1.0,6.123233995736766e-17,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 07:00:00.000 +0100,Mostly Cloudy,rain,5.016666666666668,2.3944444444444457,0.88,11.4632,7.0,9.7888,0.0,1027.9,Partly cloudy until evening.,0.9659258262890683,-0.25881904510252063,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 08:00:00.000 +0100,Mostly Cloudy,rain,7.200000000000001,3.7277777777777774,0.74,21.2037,10.0,9.9015,0.0,1028.38,Partly cloudy until evening.,0.8660254037844387,-0.4999999999999998,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 09:00:00.000 +0100,Partly Cloudy,rain,8.872222222222222,6.3166666666666655,0.72,16.7601,350.0,9.982,0.0,1028.86,Partly cloudy until evening.,0.7071067811865476,-0.7071067811865475,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 10:00:00.000 +0100,Partly Cloudy,rain,10.783333333333331,10.783333333333331,0.67,15.6009,350.0,15.150100000000002,0.0,1028.84,Partly cloudy until evening.,0.49999999999999994,-0.8660254037844387,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 11:00:00.000 +0100,Partly Cloudy,rain,12.22222222222222,12.22222222222222,0.57,19.9157,350.0,15.826300000000002,0.0,1028.75,Partly cloudy until evening.,0.258819045102521,-0.9659258262890682,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 12:00:00.000 +0100,Partly Cloudy,rain,12.872222222222224,12.872222222222224,0.59,17.2753,339.0,9.982,0.0,1028.45,Partly cloudy until evening.,1.2246467991473532e-16,-1.0,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 13:00:00.000 +0100,Partly Cloudy,rain,13.816666666666666,13.816666666666666,0.54,19.674200000000003,0.0,10.3523,0.0,1027.78,Partly cloudy until evening.,-0.2588190451025208,-0.9659258262890683,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 14:00:00.000 +0100,Partly Cloudy,rain,13.894444444444442,13.894444444444442,0.55,22.057,359.0,10.2557,0.0,1027.78,Partly cloudy until evening.,-0.4999999999999997,-0.8660254037844388,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 15:00:00.000 +0100,Mostly Cloudy,rain,14.911111111111111,14.911111111111111,0.51,21.735000000000003,359.0,10.2557,0.0,1027.78,Partly cloudy until evening.,-0.7071067811865471,-0.7071067811865479,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 16:00:00.000 +0100,Partly Cloudy,rain,14.81111111111111,14.81111111111111,0.51,19.481,5.0,10.577700000000002,0.0,1027.48,Partly cloudy until evening.,-0.8660254037844385,-0.5000000000000004,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 17:00:00.000 +0100,Partly Cloudy,rain,12.755555555555556,12.755555555555556,0.55,15.423800000000002,18.0,10.2557,0.0,1027.68,Partly cloudy until evening.,-0.9659258262890683,-0.25881904510252063,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 18:00:00.000 +0100,Partly Cloudy,rain,11.06111111111111,11.06111111111111,0.61,9.5151,338.0,16.1,0.0,1028.06,Partly cloudy until evening.,-1.0,-1.8369701987210297e-16,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 19:00:00.000 +0100,Partly Cloudy,rain,8.22777777777778,6.216666666666665,0.74,11.8174,311.0,15.1823,0.0,1028.36,Partly cloudy until evening.,-0.9659258262890684,0.2588190451025203,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 20:00:00.000 +0100,Partly Cloudy,rain,7.311111111111109,5.022222222222222,0.73,12.3004,320.0,16.1,0.0,1028.57,Partly cloudy until evening.,-0.8660254037844386,0.5000000000000001,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 21:00:00.000 +0100,Clear,rain,6.8277777777777775,4.17777777777778,0.75,13.9265,340.0,16.1,0.0,1028.87,Partly cloudy until evening.,-0.7071067811865477,0.7071067811865474,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 22:00:00.000 +0100,Clear,rain,7.03888888888889,4.861111111111111,0.75,11.3183,348.0,15.1823,0.0,1029.2,Partly cloudy until evening.,-0.5000000000000004,0.8660254037844384,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-08 23:00:00.000 +0100,Clear,rain,6.688888888888888,3.977777777777776,0.76,14.1036,10.0,16.1,0.0,1029.55,Partly cloudy until evening.,-0.25881904510252157,0.9659258262890681,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2014-03-09 00:00:00.000 +0100,Breezy,rain,6.083333333333335,1.338888888888887,0.76,31.829700000000003,31.0,16.0517,0.0,1029.95,Partly cloudy starting in the morning continuing until evening.,0.0,1.0,0.9510565162951536,-0.30901699437494734,1.0,6.123233995736766e-17
2014-03-09 01:00:00.000 +0100,Clear,rain,4.527777777777777,-0.0944444444444453,0.83,25.1804,30.0,14.9569,0.0,1030.33,Partly cloudy starting in the morning continuing until evening.,0.25881904510252074,0.9659258262890683,0.9510565162951536,-0.30901699437494734,1.0,6.123233995736766e-17
2014-03-09 02:00:00.000 +0100,Clear,rain,3.933333333333332,-1.072222222222222,0.82,27.3378,21.0,15.826300000000002,0.0,1030.3,Partly cloudy starting in the morning continuing until evening.,0.49999999999999994,0.8660254037844387,0.9510565162951536,-0.30901699437494734,1.0,6.123233995736766e-17
